first name,amount,weight
Tom,3831,0.0014415625318669608
Viljo,3783,0.00142350066772454
Sauli,3695,0.0013903872501301018
Oiva,3694,0.0013900109612938014
Lenni,3688,0.0013877532282759988
Ilpo,3657,0.0013760882743506853
Ahti,3578,0.0013463614562829512
Kristian,3552,0.0013365779465391399
Eelis,3541,0.0013324387693398351
Rami,3463,0.0013030882401084012
Hugo,3418,0.0012861552424748817
Kaarlo,3416,0.0012854026648022809
Kaj,3397,0.0012782531769125727
Veli-Matti,3366,0.0012665882229872592
Lars,3340,0.001256804713243448
Iiro,3324,0.001250784091862641
Miska,3310,0.001245516048154435
Jonne,3305,0.0012436346039729328
Peter,3305,0.0012436346039729328
Topias,3297,0.0012406242932825294
Noel,3292,0.0012387428491010273
Otso,3290,0.0012379902714284262
Alpo,3244,0.0012206809849586062
Luka,3213,0.001209016031033293
Aaron,3208,0.0012071345868517908
Arvo,3200,0.0012041242761613874
Sebastian,3162,0.0011898253003819709
Juha-Pekka,3135,0.001179665501801859
Jami,3128,0.001177031479947756
Sampo,3065,0.0011533252832608288
Unto,3050,0.0011476809507163222
Pyry,3035,0.0011420366181718157
Kyösti,2989,0.0011247273317019958
Robert,2940,0.0011062891787232746
Nooa,2938,0.0011055366010506737
Nico,2927,0.001101397423851369
Jukka-Pekka,2908,0.0010942479359616606
Alexander,2899,0.0010908613364349568
Urho,2798,0.001052856163968613
Heimo,2725,0.0010253870789186813
Tony,2724,0.0010250107900823808
Teppo,2677,0.0010073252147762605
Thomas,2655,0.000999046860377651
Hans,2643,0.0009945313943420459
Miko,2630,0.00098963963947014
Luukas,2602,0.000979103552053728
Robin,2590,0.0009745880860181228
Aku,2576,0.0009693200423099167
Aulis,2564,0.0009648045762743116
Peetu,2560,0.0009632994209291099
Petteri,2558,0.000962546843256509
Sulo,2544,0.0009572787995483029
Santtu,2534,0.0009535159111852986
Ilari,2517,0.0009471190009681912
Aatos,2489,0.0009365829135517791
Jasper,2469,0.0009290571368257704
Leif,2424,0.0009121241391922509
Veikka,2415,0.0009087375396655469
Tomas,2413,0.000907984961992946
Lucas,2411,0.0009072323843203452
Elmeri,2389,0.0008989540299217356
Panu,2372,0.0008925571197046284
Perttu,2367,0.0008906756755231261
Lukas,2295,0.0008635828793094949
Carl,2255,0.0008485313258574776
Veli-Pekka,2250,0.0008466498816759754
Alvar,2217,0.0008342323500780611
Ilmari,2215,0.0008334797724054603
Juha-Matti,2196,0.000826330284515752
Jonas,2191,0.0008244488403342499
Aarni,2170,0.0008165467747719407
Harry,2159,0.0008124075975726359
Nuutti,2147,0.0008078921315370308
Olli-Pekka,2139,0.0008048818208466273
Oskar,2129,0.000801118932483623
Voitto,2119,0.0007973560441206187
John,2101,0.0007905828450672108
Kaapo,1998,0.0007518250949282662
Christian,1964,0.0007390312744940514
Joonatan,1955,0.0007356446749673476
Rainer,1950,0.0007337632307858454
Terho,1906,0.0007172065219886263
Tino,1900,0.0007149487889708236
Urpo,1899,0.0007145725001345232
Klaus,1883,0.0007085518787537164
Nils,1866,0.000702154968536609
Paul,1848,0.0006953817694832011
Sisu,1841,0.0006927477476290981
Joakim,1830,0.0006886085704297933
Antero,1827,0.000687479703920892
Oscar,1827,0.000687479703920892
Teijo,1819,0.0006844693932304886
Frans,1801,0.0006776961941770808
Luca,1797,0.000676191038831879
Kasperi,1791,0.0006739333058140765
Stefan,1789,0.0006731807281414756
Justus,1785,0.0006716755727962738
Severi,1778,0.0006690415509421708
Jooa,1776,0.0006682889732695699
Reima,1771,0.0006664075290880678
Lari,1762,0.0006630209295613638
Anders,1748,0.0006577528858531578
Hannes,1745,0.0006566240193442565
Axel,1727,0.0006498508202908487
Aarno,1726,0.0006494745314545483
William,1712,0.0006442064877463422
Tommy,1659,0.0006242631794224192
Jesper,1642,0.0006178662692053118
Elmo,1641,0.0006174899803690114
Aarre,1635,0.0006152322473512088
Bengt,1627,0.0006122219366608054
Ari-Pekka,1618,0.0006088353371341014
Ali,1611,0.0006062013152799984
Milo,1610,0.000605825026443698
Arvi,1575,0.0005926549171731827
Andreas,1571,0.000591149761827981
Eemi,1570,0.0005907734729916806
Manu,1568,0.0005900208953190797
Karri,1559,0.0005866342957923759
Marcus,1539,0.0005791085190663672
Stig,1538,0.0005787322302300668
Martin,1529,0.0005753456307033629
Erno,1473,0.0005542734558705386
Jori,1473,0.0005542734558705386
Rolf,1473,0.0005542734558705386
Jerry,1460,0.000549381700998633
Kimi,1446,0.0005441136572904269
Vertti,1400,0.0005268043708206069
Edvin,1395,0.0005249229266391048
Mats,1390,0.0005230414824576026
Taneli,1388,0.0005222889047850017
Sven,1387,0.0005219126159487013
Touko,1371,0.0005158919945678944
Taavi,1362,0.0005125053950411904
Felix,1359,0.0005113765285322891
Kenneth,1353,0.0005091187955144866
Timi,1352,0.0005087425066781861
Viktor,1323,0.0004978301304254736
Linus,1312,0.0004936909532261688
Patrick,1309,0.0004925620867172675
Kalervo,1308,0.000492185797880967
Kurt,1308,0.000492185797880967
Kevin,1303,0.0004903043536994649
Jonathan,1298,0.0004884229095179628
Ralf,1285,0.00048353115464605707
Verneri,1285,0.00048353115464605707
Simon,1276,0.00048014455511935316
Tenho,1273,0.00047901568861045187
Mohamed,1270,0.0004778868221015506
Jari-Pekka,1257,0.00047299506722964495
Michael,1235,0.0004647167128310354
Jiri,1232,0.0004635878463221341
Rauli,1229,0.0004624589798132328
Björn,1226,0.0004613301133043315
Fredrik,1218,0.000458319802613928
Adam,1211,0.000455685780759825
Mico,1209,0.00045493320308722415
Bo,1167,0.0004391290719626059
Casper,1163,0.0004376239166174042
Per,1158,0.000435742472435902
Juhana,1137,0.0004278404068735929
Noah,1135,0.00042708782920099203
Raine,1125,0.0004233249408379877
David,1109,0.0004173043194571808
Eliel,1105,0.00041579916411197906
Tobias,1105,0.00041579916411197906
Eerik,1101,0.0004142940087667773
Leon,1097,0.0004127888534215756
Tuure,1070,0.0004026290548414639
Niki,1058,0.0003981135888058587
Dan,1049,0.00039472698927915477
Artturi,1033,0.00038870636789834786
Kosti,1029,0.0003872012125531461
Ulf,1028,0.00038682492371684566
Mathias,1012,0.00038080430233603874
Heino,1007,0.00037892285815453654
Sampsa,1002,0.0003770414139730344
Jan-Erik,997,0.0003751599697915322
Iivo,996,0.00037478368095523177
Magnus,977,0.00036763419306552357
Tiitus,943,0.0003548403726313088
Ville-Veikko,921,0.0003465620182326993
Victor,920,0.00034618572939639885
Visa,918,0.000345433151723798
Teo,910,0.0003424228410333945
Jens,906,0.0003409176856881928
Erkka,902,0.000339412530342991
Joose,901,0.0003390362415066906
Liam,898,0.0003379073749977893
Christer,897,0.0003375310861614889
Sasu,895,0.000336778508488888
Albert,889,0.0003345207754710854
Armas,885,0.0003330156201258837
Jalo,883,0.0003322630424532828
Iikka,873,0.0003285001540902785
Ukko,873,0.0003285001540902785
Jose,867,0.00032624242107247585
Allan,863,0.00032473726572727413
Niila,844,0.0003175877778375659
Auvo,842,0.000316835200164965
Ahmed,837,0.0003149537559834629
Jeremias,834,0.00031382488947456153
Helge,833,0.0003134486006382611
Petrus,833,0.0003134486006382611
Taito,831,0.00031269602296566025
Elia,826,0.0003108145787841581
Ilmo,823,0.0003096857122752568
Venni,821,0.0003089331346026559
Kjell,815,0.00030667540158485333
Roger,813,0.00030592282391225247
Gabriel,809,0.0003044176685670507
Nikolas,809,0.0003044176685670507
Filip,805,0.000302912513221849
Aleksanteri,802,0.0003017836467129477
Okko,799,0.00030065478020404636
Krister,798,0.00030027849136774593
Bror,795,0.00029914962485884464
Antton,790,0.0002972681806773425
Niclas,787,0.00029613931416844116
Noa,779,0.00029312900347803773
Marco,776,0.0002920001369691364
Valto,776,0.0002920001369691364
Alf,768,0.00028898982627873296
Oula,764,0.0002874846709335312
Waltteri,756,0.00028447436024312776
Jimmy,755,0.0002840980714068273
Aamos,751,0.00028259291606162556
Jussi-Pekka,750,0.00028221662722532513
Vesa-Matti,750,0.00028221662722532513
Jonatan,743,0.0002795826053712221
Jon,741,0.0002788300276986212
Paulus,735,0.00027657229468081864
Altti,732,0.00027544342817191735
Rafael,732,0.00027544342817191735
Iivari,730,0.0002746908504993165
Kaarle,721,0.0002713042509726126
Nicolas,718,0.0002701753844637113
Vincent,704,0.0002649073407555052
Isto,703,0.00026453105191920475
Mio,696,0.00026189703006510175
Richard,688,0.00025888671937469827
Göran,683,0.0002570052751931961
Eric,676,0.00025437125333909307
Johnny,670,0.00025211352032129044
Roy,662,0.000249103209630887
Andrei,655,0.00024646918777678395
Theo,653,0.0002457166101041831
Ilja,644,0.00024233001057747918
Jarl,643,0.00024195372174117875
Eevert,640,0.00024082485523227746
Amos,639,0.000240448566395977
Börje,639,0.000240448566395977
Adrian,634,0.00023856712221447486
Turo,632,0.00023781454454187398
Jim,623,0.0002344279450151701
Rene,619,0.00023292278966996835
Mark,617,0.0002321702119973675
Jonni,616,0.00023179392316106706
Dennis,610,0.00022953619014326446
Jare,605,0.0002276547459617623
Isak,602,0.00022652587945286098
Tim,601,0.00022614959061656055
Ben,593,0.0002231392799261571
Nicholas,593,0.0002231392799261571
Tor,587,0.0002208815469083545
Torsti,582,0.00021900010272685232
Atso,578,0.00021749494738165057
Neo,577,0.00021711865854535015
Christoffer,572,0.00021523721436384797
Reko,570,0.00021448463669124712
Aron,569,0.0002141083478549467
Hermanni,567,0.0002133557701823458
Mohammad,566,0.00021297948134604537
Petja,564,0.00021222690367344452
Sam,563,0.00021185061483714406
Jalmari,562,0.00021147432600084363
Hemmo,560,0.00021072174832824277
Walter,549,0.000206582571128938
Nikolai,541,0.00020357226043853454
Miki,539,0.00020281968276593366
Frank,538,0.00020244339392963323
Jasu,537,0.0002020671050933328
Elis,529,0.00019905679440292934
Håkan,526,0.00019792792789402803
Dani,524,0.00019717535022142717
Aapeli,522,0.0001964227725488263
Eppu,521,0.00019604648371252586
Pietari,514,0.00019341246185842283
Kaius,513,0.0001930361730221224
Vladimir,509,0.00019153101767692066
Ville-Pekka,506,0.00019040215116801937
Eljas,504,0.00018964957349541849
Elliot,504,0.00018964957349541849
Bjarne,499,0.00018776812931391634
Ensio,499,0.00018776812931391634
Omar,499,0.00018776812931391634
Juri,495,0.0001862629739687146
Vesa-Pekka,492,0.00018513410745981328
Mirko,487,0.0001832526632783111
Aksel,480,0.00018061864142420808
Raino,480,0.00018061864142420808
Aukusti,479,0.00018024235258790766
Aleksandr,475,0.0001787371972427059
Jaro,474,0.00017836090840640548
Valter,472,0.00017760833073380463
Arno,470,0.00017685575306120377
Mohammed,467,0.00017572688655230245
Antti-Jussi,463,0.0001742217312071007
Arne,460,0.00017309286469819943
Åke,458,0.00017234028702559854
Christopher,455,0.00017121142051669725
Kauno,452,0.00017008255400779594
Pekko,444,0.00016707224331739248
Usko,441,0.0001659433768084912
Ivan,440,0.00016556708797219074
Gunnar,436,0.00016406193262698902
Pontus,433,0.0001629330661180877
Kari-Pekka,427,0.0001606753331002851
Romeo,427,0.0001606753331002851
Guy,425,0.00015992275542768425
Muhammad,423,0.00015917017775508337
Gustav,421,0.0001584176000824825
Ibrahim,418,0.00015728873357358122
Sergei,417,0.00015691244473728077
Antti-Pekka,410,0.00015427842288317774
Arthur,410,0.00015427842288317774
Antto,408,0.00015352584521057688
Ronny,408,0.00015352584521057688
Nicklas,407,0.00015314955637427645
Amir,406,0.00015277326753797602
Alvin,405,0.00015239697870167557
Arsi,405,0.00015239697870167557
Elmer,403,0.0001516444010290747
Sten,397,0.0001493866680112721
Georg,396,0.00014901037917497168
Maxim,395,0.00014863409033867125
Einari,394,0.00014825780150237082
Ruben,393,0.00014788151266607036
Nikita,391,0.0001471289349934695
Mattias,390,0.00014675264615716908
Pavel,388,0.0001460000684845682
Samppa,387,0.00014562377964826776
André,384,0.00014449491313936648
Artur,384,0.00014449491313936648
Jakob,384,0.00014449491313936648
Kent,382,0.0001437423354667656
Veini,382,0.0001437423354667656
Into,379,0.0001426134689578643
Boris,377,0.00014186089128526345
Nestori,376,0.000141484602448963
Turkka,375,0.00014110831361266256
Joa,374,0.00014073202477636214
Igor,373,0.0001403557359400617
Mikke,370,0.0001392268694311604
Valo,370,0.0001392268694311604
Viljam,364,0.0001369691364133578
Bruno,363,0.00013659284757705736
Kristoffer,363,0.00013659284757705736
Rune,363,0.00013659284757705736
Alfred,362,0.00013621655874075693
Tage,361,0.0001358402699044565
Vilppu,361,0.0001358402699044565
Aatto,360,0.00013546398106815608
Abdirahman,359,0.00013508769223185565
Osku,359,0.00013508769223185565
August,357,0.00013433511455925476
Arvid,356,0.00013395882572295433
Albin,354,0.00013320624805035348
Wille,352,0.0001324536703777526
Nino,351,0.00013207738154145216
Joosua,348,0.00013094851503255088
Wilhelm,348,0.00013094851503255088
James,347,0.00013057222619625042
Roman,347,0.00013057222619625042
Asmo,344,0.00012944335968734913
Ohto,342,0.00012869078201474828
Jonny,341,0.00012831449317844782
Klas,340,0.0001279382043421474
Philip,340,0.0001279382043421474
Toimi,335,0.00012605676016064522
Denis,334,0.0001256804713243448
Van,334,0.0001256804713243448
Jacob,332,0.00012492789365174393
Maximilian,331,0.0001245516048154435
Anttoni,327,0.00012304644947024176
Pietu,327,0.00012304644947024176
Edward,324,0.00012191758296134046
Aleksander,323,0.00012154129412504003
Mustafa,321,0.00012078871645243916
Aleksei,318,0.00011965984994353786
Evert,317,0.00011928356110723743
Aake,316,0.00011890727227093699
Ivar,316,0.00011890727227093699
Lennart,315,0.00011853098343463656
Ville-Petteri,315,0.00011853098343463656
Mitja,314,0.00011815469459833613
Matts,313,0.00011777840576203569
Manuel,311,0.00011702582808943483
Karo,310,0.00011664953925313439
Uuno,309,0.00011627325041683396
Jack,307,0.00011552067274423309
Marius,307,0.00011552067274423309
Pete,306,0.00011514438390793266
Vihtori,306,0.00011514438390793266
Eeti,303,0.00011401551739903136
Herman,303,0.00011401551739903136
Karim,303,0.00011401551739903136
Kasimir,303,0.00011401551739903136
Joshua,300,0.00011288665089013006
Edwin,299,0.00011251036205382962
Herkko,299,0.00011251036205382962
Alvari,297,0.00011175778438122876
Kuisma,296,0.00011138149554492832
Aleksis,295,0.00011100520670862789
Jean,294,0.00011062891787232746
Svante,294,0.00011062891787232746
Julian,293,0.00011025262903602702
Ole,293,0.00011025262903602702
Edvard,292,0.00010987634019972659
Soini,292,0.00010987634019972659
Aslak,291,0.00010950005136342616
Jason,291,0.00010950005136342616
Abdullahi,290,0.00010912376252712572
Asser,290,0.00010912376252712572
Einar,290,0.00010912376252712572
Ville-Matti,289,0.00010874747369082529
Esa-Pekka,288,0.00010837118485452486
Hannu-Pekka,288,0.00010837118485452486
Dominic,287,0.00010799489601822442
Jari-Matti,287,0.00010799489601822442
Miio,287,0.00010799489601822442
Totti,287,0.00010799489601822442
Jake,286,0.00010761860718192399
Iisakki,285,0.00010724231834562356
Iisak,284,0.00010686602950932312
Maksim,284,0.00010686602950932312
Masi,284,0.00010686602950932312
Ove,283,0.00010648974067302269
Erkko,282,0.00010611345183672226
Orvo,282,0.00010611345183672226
Pirkka,282,0.00010611345183672226
Petro,281,0.00010573716300042182
Valde,281,0.00010573716300042182
Ahmad,277,0.00010423200765522009
Oleg,276,0.00010385571881891966
Nikke,275,0.00010347942998261922
Roland,275,0.00010347942998261922
Verner,275,0.00010347942998261922
Mertsi,274,0.00010310314114631879
Konstantin,273,0.00010272685231001836
Ari-Matti,272,0.00010235056347371792
Joachim,272,0.00010235056347371792
Jörgen,272,0.00010235056347371792
Mikhail,271,0.00010197427463741749
Milton,271,0.00010197427463741749
Benny,266,0.00010009283045591531
Ian,266,0.00010009283045591531
Melvin,265,9.971654161961489e-05
Rikhard,265,9.971654161961489e-05
Rony,265,9.971654161961489e-05
Hassan,264,9.934025278331444e-05
Kaspian,264,9.934025278331444e-05
Sune,262,9.858767511071359e-05
Ted,262,9.858767511071359e-05
Jaani,261,9.821138627441314e-05
Jasse,261,9.821138627441314e-05
Bernt,260,9.783509743811271e-05
Petter,259,9.745880860181229e-05
Per-Erik,258,9.708251976551184e-05
Anthony,257,9.670623092921141e-05
Anselmi,254,9.557736442031011e-05
Eddie,254,9.557736442031011e-05
Olof,254,9.557736442031011e-05
Dimitri,253,9.520107558400969e-05
Juho-Pekka,253,9.520107558400969e-05
Sergey,250,9.407220907510838e-05
Jetro,249,9.369592023880794e-05
Maunu,249,9.369592023880794e-05
Timo-Pekka,249,9.369592023880794e-05
Yusuf,249,9.369592023880794e-05
Jone,245,9.219076489360621e-05
Torsten,245,9.219076489360621e-05
Peik,244,9.181447605730578e-05
Pessi,244,9.181447605730578e-05
Samir,244,9.181447605730578e-05
Wiljami,244,9.181447605730578e-05
Hussein,243,9.143818722100534e-05
Berndt,242,9.106189838470491e-05
Gösta,241,9.068560954840448e-05
Renne,240,9.030932071210404e-05
Kirill,239,8.993303187580361e-05
Wilmer,239,8.993303187580361e-05
Andrey,237,8.918045420320274e-05
Immo,236,8.880416536690231e-05
Knut,236,8.880416536690231e-05
Charles,235,8.842787653060188e-05
Levi,235,8.842787653060188e-05
Simeon,235,8.842787653060188e-05
Dick,234,8.805158769430144e-05
Ernst,233,8.767529885800101e-05
Wäinö,233,8.767529885800101e-05
Karl-Erik,231,8.692272118540014e-05
Matthew,231,8.692272118540014e-05
Viggo,229,8.617014351279927e-05
Birger,228,8.579385467649884e-05
Dmitri,228,8.579385467649884e-05
Alec,227,8.541756584019841e-05
Antonio,226,8.504127700389797e-05
Casimir,224,8.428869933129711e-05
Lars-Erik,224,8.428869933129711e-05
Ronnie,224,8.428869933129711e-05
Miiko,222,8.353612165869624e-05
Carl-Johan,221,8.315983282239581e-05
Kare,221,8.315983282239581e-05
Mårten,221,8.315983282239581e-05
Kuutti,220,8.278354398609537e-05
Leonard,220,8.278354398609537e-05
Elian,218,8.203096631349451e-05
Hamza,218,8.203096631349451e-05
Nemo,218,8.203096631349451e-05
Olli-Matti,218,8.203096631349451e-05
Jeremia,214,8.052581096829277e-05
Ola,214,8.052581096829277e-05
Alexandre,213,8.014952213199234e-05
Leonardo,213,8.014952213199234e-05
Mike,213,8.014952213199234e-05
Carlos,212,7.977323329569191e-05
Conny,212,7.977323329569191e-05
Isac,212,7.977323329569191e-05
Jermu,212,7.977323329569191e-05
Kerkko,212,7.977323329569191e-05
Kaino,210,7.902065562309104e-05
Raul,210,7.902065562309104e-05
Rico,209,7.864436678679061e-05
Staffan,208,7.826807795049017e-05
Joe,207,7.789178911418974e-05
Olle,207,7.789178911418974e-05
Ville-Valtteri,207,7.789178911418974e-05
Kennet,206,7.751550027788931e-05
Manne,204,7.676292260528844e-05
Tore,204,7.676292260528844e-05
Anas,202,7.601034493268757e-05
Jali,202,7.601034493268757e-05
Mehmet,202,7.601034493268757e-05
Daniil,200,7.525776726008671e-05
Frej,200,7.525776726008671e-05
Ismail,200,7.525776726008671e-05
Said,199,7.488147842378627e-05
Tristan,199,7.488147842378627e-05
Liinus,198,7.450518958748584e-05
Jesperi,197,7.412890075118541e-05
Benjam,196,7.375261191488497e-05
Remu,196,7.375261191488497e-05
Ami,195,7.337632307858454e-05
Aappo,194,7.30000342422841e-05
Andrew,194,7.30000342422841e-05
Bertel,194,7.30000342422841e-05
Jani-Petteri,194,7.30000342422841e-05
Mihail,194,7.30000342422841e-05
Alexey,193,7.262374540598367e-05
Artem,193,7.262374540598367e-05
Ingmar,193,7.262374540598367e-05
Jaska,193,7.262374540598367e-05
Sixten,193,7.262374540598367e-05
Caj,192,7.224745656968324e-05
Glenn,192,7.224745656968324e-05
Jusa,192,7.224745656968324e-05
Dmitry,191,7.18711677333828e-05
Simo-Pekka,189,7.111859006078194e-05
Valentin,189,7.111859006078194e-05
Elja,188,7.07423012244815e-05
Hemmi,188,7.07423012244815e-05
Sture,188,7.07423012244815e-05
Yngve,188,7.07423012244815e-05
Huugo,186,6.998972355188064e-05
Kristo,186,6.998972355188064e-05
Ossian,186,6.998972355188064e-05
Fred,185,6.96134347155802e-05
Ron,185,6.96134347155802e-05
Rudolf,185,6.96134347155802e-05
Abdi,183,6.886085704297934e-05
Jarko,183,6.886085704297934e-05
Niilas,182,6.84845682066789e-05
Marc,181,6.810827937037847e-05
Sören,181,6.810827937037847e-05
Terno,181,6.810827937037847e-05
Amin,179,6.73557016977776e-05
Atro,179,6.73557016977776e-05
Hasan,179,6.73557016977776e-05
Kauri,179,6.73557016977776e-05
René,179,6.73557016977776e-05
Zacharias,178,6.697941286147717e-05
Micke,177,6.660312402517674e-05
Abdullah,176,6.62268351888763e-05
Sami-Pekka,175,6.585054635257587e-05
Mahamed,174,6.547425751627544e-05
Alfons,173,6.5097968679975e-05
Vilhelm,173,6.5097968679975e-05
Colin,172,6.472167984367457e-05
Cristian,172,6.472167984367457e-05
Khalid,172,6.472167984367457e-05
Leino,172,6.472167984367457e-05
Aate,171,6.434539100737414e-05
Aati,171,6.434539100737414e-05
Kari-Matti,171,6.434539100737414e-05
Joseph,170,6.39691021710737e-05
Karl-Johan,170,6.39691021710737e-05
Ken,170,6.39691021710737e-05
Sami-Petteri,170,6.39691021710737e-05
Harald,169,6.359281333477327e-05
Aarto,168,6.321652449847284e-05
Lenny,168,6.321652449847284e-05
Miklas,166,6.246394682587197e-05
Milan,166,6.246394682587197e-05
Thor,165,6.208765798957154e-05
Benjami,164,6.17113691532711e-05
Folke,164,6.17113691532711e-05
Saska,164,6.17113691532711e-05
Titus,164,6.17113691532711e-05
Rickard,162,6.095879148067023e-05
Ryan,162,6.095879148067023e-05
Charlie,161,6.0582502644369795e-05
Eikka,161,6.0582502644369795e-05
Holger,161,6.0582502644369795e-05
Theodor,161,6.0582502644369795e-05
Uula,161,6.0582502644369795e-05
Gustaf,159,5.982992497176893e-05
Jaajo,159,5.982992497176893e-05
Luke,159,5.982992497176893e-05
Morris,159,5.982992497176893e-05
Rauni,159,5.982992497176893e-05
Josef,158,5.9453636135468495e-05
Elo,157,5.9077347299168066e-05
Jan-Peter,157,5.9077347299168066e-05
Matteus,157,5.9077347299168066e-05
Verne,157,5.9077347299168066e-05
Alexi,156,5.870105846286763e-05
